"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000189306",1381.57076976263,-0.00896484591105065,0.11870956722779,-0.0755191525030845,0.939801659554889,0.980915969125861
"ENSG00000189308",1041.75873590791,0.055517017889503,0.0908100787577272,0.611353041963736,0.540965882895905,0.814156394990886
"ENSG00000189319",914.424341856066,0.0389339722647087,0.0937778207070332,0.415172499970334,0.67801562871147,0.883949409181354
"ENSG00000189337",12.8918884955263,-0.0101684321974809,0.923315786762369,-0.0110129517368448,0.991213113460408,NA
"ENSG00000189339",3665.87803510366,-0.165103236169712,0.0456845551480353,-3.61398366766875,0.000301528064014866,0.00704078549570339
"ENSG00000189343",43.1251871557722,0.757708710774248,0.416353785823585,1.81986746986204,0.0687791898831179,0.307751016621639
"ENSG00000189350",53.0015692298029,0.0328266466639948,0.434655691644386,0.0755233332843412,0.939798333273264,0.980915969125861
"ENSG00000189362",126.226917606725,-0.2789075051403,0.362335157620508,-0.7697500484687,0.441448175579132,0.753953408470596
"ENSG00000189367",92.9209708122,0.109198305219906,0.458576925186298,0.238124291089317,0.811784694977287,0.937200471799859
"ENSG00000189369",661.133999168467,-0.0634077211028551,0.111033526193606,-0.571068246470827,0.567953382069493,0.831521822346667
"ENSG00000189376",366.80530878052,-0.111538871243471,0.146204959872159,-0.762893894577859,0.445526677660612,0.756728355678089
"ENSG00000189401",22.6951711067789,-0.329174726371686,0.752014394560688,-0.437723970116268,0.661586391228645,NA
"ENSG00000189403",9846.57375662157,0.3307189621795,0.0407804664877016,8.10973955580516,5.07283752925541e-16,2.384058713318e-13
"ENSG00000189409",18.4012223030392,-0.393491889191264,0.661775108204585,-0.594600619323412,0.552110465996913,NA
"ENSG00000189410",28.954597945591,-0.363501772837557,0.619679740767737,-0.586596186583742,0.557474944419439,0.825940430208994
